column_name,column_type,column_description,sample_value,ref_key
state_code,TEXT,The FIPS code of the state in which the monitor resides.,"[""37""]",
date_local,DATE,The calendar date for the summary. All daily summaries are for the local standard day (midnight to midnight) at the monitor.,"[""2022-01-04"", ""2022-02-01"", ""2022-03-30""]",
units_of_measure,TEXT,The unit of measure for the parameter. QAD always returns data in the standard units for the parameter. Submitters are allowed to report data in any unit and EPA converts to a standard unit so that we may use the data in calculations.,"[""Parts per billion""]",
city_name,TEXT,The name of the city where the monitoring site is located. This represents the legal incorporated boundaries of cities and not urban areas.,"[""Gaston""]",
state_name,TEXT,The name of the state where the monitoring site is located.,"[""North Carolina""]",
county_name,TEXT,The name of the county where the monitoring site is located.,"[""Northampton""]",
address,TEXT,The approximate street address of the monitoring site.,"[""152 Hurricane Drive""]",
parameter_code,NUMBER,The AQS code corresponding to the parameter measured by the monitor.,"[42601, 42603]",
pollutant_standard,TEXT,A description of the ambient air quality standard rules used to aggregate statistics. (See description at beginning of document.),[],
method_code,NUMBER,"An internal system code indicating the method (processes, equipment, and protocols) used in gathering and measuring the sample. The method name is in the next column.",[200],
arithmetic_mean,FLOAT,The average (arithmetic mean) value for the day.,"[0.494737, 0.405263, 0.484211]",
poc,NUMBER,This is the “Parameter Occurrence Code” used to distinguish different instruments that measure the same parameter at the same site.,[1],
aqi,NUMBER,"The Air Quality Index for the day for the pollutant, if applicable.",[],
observation_percent,FLOAT,"The percent representing the number of observations taken with respect to the number scheduled to be taken during the day. This is only calculated for monitors where measurements are required (e.g., only certain parameters).","[79.0, 83.0]",
first_max_hour,NUMBER,The hour (on a 24-hour clock) when the highest value for the day (the previous field) was taken.,"[9, 7, 8]",
local_site_name,TEXT,"The name of the site (if any) given by the State, local, or tribal air pollution control agency that operates it.","[""Northampton County""]",
datum,TEXT,The Datum associated with the Latitude and Longitude measures.,"[""NAD83""]",
first_max_value,FLOAT,The highest value for the day.,"[1.9, 1.3, 1.5]",
county_code,TEXT,The FIPS code of the county in which the monitor resides.,"[""131""]",
parameter_name,TEXT,The name or description assigned in AQS to the parameter measured by the monitor. Parameters may be pollutants or non-pollutants.,"[""Nitric oxide (NO)"", ""Oxides of nitrogen (NOx)""]",
event_type,TEXT,"Indicates whether data measured during exceptional events are included in the summary. A wildfire is an example of an exceptional event; it is something that affects air quality, but the local agency has no control over. No Events means no events occurred. Events Included means events occurred and the data from them is included in the summary. Events Excluded means that events occurred but data form them is excluded from the summary. Concurred Events Excluded means that events occurred but only EPA concurred exclusions are removed from the summary. If an event occurred for the parameter in question, the data will have multiple records for each monitor.","[""None""]",
date_of_last_change,DATE,The date the last time any numeric values in this record were updated in the AQS data system.,"[""2022-06-01""]",
longitude,FLOAT,The monitoring site’s angular distance east of the prime meridian measured in decimal degrees.,[-77.655389],
sample_duration,TEXT,"The length of time that air passes through the monitoring device before it is analyzed (measured). So, it represents an averaging period in the atmosphere (for example, a 24-hour sample duration draws ambient air over a collection filter for 24 straight hours). For continuous monitors, it can represent an averaging time of many samples (for example, a 1-hour value may be the average of four one-minute samples collected during each quarter of the hour).","[""1 HOUR""]",
cbsa_name,TEXT,The name of the core bases statistical area (metropolitan area) where the monitoring site is located.,"[""Roanoke Rapids, NC""]",
latitude,FLOAT,The monitoring site’s angular distance north of the equator measured in decimal degrees.,[36.511708],
method_name,TEXT,"A short description of the processes, equipment, and protocols used in gathering and measuring the sample.","[""Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence""]",
site_num,TEXT,A unique number within the county identifying the site.,"[""0003""]",
observation_count,NUMBER,The number of observations (samples) taken during the day.,"[19, 20]",
