column_name,column_type,column_description,sample_value,ref_key
NUM_DIMENSIONS,NUMBER,Small integer representing the number of dimensions. Note that this value is a function of the dimension segments. num_dimensions: [dimn],"[2, 0]",
DATE_FRACTION,FLOAT,"The difference between the reported fact date and the month-end rounded date (ddate), expressed as a fraction of 1. For example, a fact reported for 29/Dec, with ddate rounded to 31/Dec, has a datp value of minus 2/31 = -0.0645. date_fraction: [datp]",[0.0],
DECIMAL,NUMBER,"The value of the fact \""decimals\"" attribute, with INF represented by 32767. decimal: [dcml]","[2, 32767, 0]",
IPRX,NUMBER,"A positive integer to distinguish different reported facts that otherwise would have the same primary key. For most purposes, data with iprx greater than 1 are not needed. The priority for the fact based on higher precision, closeness of the end date to a month end, and closeness of the duration to a multiple of three months. See fields dcml, durp and datp below.",[0],
UNITS,TEXT,The unit of measure for the value. units: [uom],"[""pure"", ""item"", ""USD""]",
FOOTNOTE,TEXT,"The plain text of any superscripted footnotes on the value, if any, as shown on the statement page, truncated to 512 characters.",[],
PERIOD_END_DATE,NUMBER,"The end date for the data value, rounded to the nearest month end. period_end_date: [ddate]","[20130731, 20130531]",
VERSION,TEXT,"For a standard tag, an identifier for the taxonomy; otherwise the accession number where the tag was defined.","[""0001104659-13-070191"", ""0001108078-13-000035"", ""us-gaap/2013""]",
COMPANY_NAME,TEXT,Name of registrant from the submission table. This corresponds to the name of the legal entity as recorded in EDGAR as of the filing date.,"[""HERON LAKE BIOENERGY, LLC"", ""PANEX RESOURCES INC.""]",
COREGISTRANT,TEXT,"If specified, indicates a specific co-registrant, the parent company, or other entity (e.g., guarantor). NULL indicates the consolidated entity. Note that this value is a function of the dimension segments. coregistrant: [coreg]",[],
VALUE,FLOAT,"The value. This is not scaled, it is as found in the Interactive Data file, but is rounded to four digits to the right of the decimal point.","[0.25, 3.0, 0.0]",
NUMBER_OF_QUARTERS,NUMBER,"The count of the number of quarters represented by the data value, rounded to the nearest whole number. \""0\"" indicates it is a point-in-time value. number_of_quarters: [qtrs]",[3],
DIMENSION_HASH,TEXT,The 32-byte hexadecimal key for the dimensional information in the DIM data set. dimension_hash: [dimh],"[""0x69e6d93a6bf5ad43b526872a71f26b26"", ""0x02ab114e712939e6bf998effc59dd19f"", ""0x00000000""]",
FOOTNOTE_LENGTH,NUMBER,Number of bytes in the plain text of the footnote prior to truncation; zero if no footnote. footnote_length: [footlen],[0],
DURATION_FRACTION,FLOAT,"The difference between the reported fact duration and the quarter duration (qtrs), expressed as a fraction of 1. For example, a fact with duration of 120 days rounded to a 91-day quarter has a durp value of 29/91 = +0.3187. duration_fraction: [durp]",[0.019179106],
SUBMISSION_NUMBER,TEXT,Accession Number. The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission. submission_number: [adsh],"[""0001104659-13-070191"", ""0001108078-13-000035""]",
MEASURE_TAG,TEXT,The unique identifier (name) for a tag in a specific taxonomy release. measure_tag: [tag],"[""LongTermDebtAdditionalAnnualPaymentsPercentageOfExcessCashFlow"", ""NumberOfManagementPositions"", ""AggregateIntrinsicValueGrantsInPeriod""]",
