column_name,column_type,column_description,sample_value,ref_key
submission_number,TEXT,Accession Number. The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission. submission_number: [adsh],"[""0001445305-13-001733""]",
sic,TEXT,"Standard Industrial Classification (SIC). Four digit code assigned by the Commission as of the filing date, indicating the registrant's type of business.","[""6331""]",
form,TEXT,The submission type of the registrant's filing.,"[""10-Q""]",
fiscal_year_end,TEXT,Fiscal Year End Date. fiscal_year_end: [fye],"[""1231""]",
measure_tag,TEXT,The unique identifier (name) for a tag in a specific taxonomy release. measure_tag: [tag],"[""StockRepurchaseProgramNumberOfAdditionalSharesAuthorizedToBeRepurchased"", ""PaymentsForRepurchaseOfCommonStock"", ""LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet""]",
fiscal_period_focus,TEXT,"Fiscal Period Focus (as defined in EFM Ch. 6) within Fiscal Year. The 10-Q for the 1st, 2nd and 3rd quarters would have a fiscal period focus of Q1, Q2 (or H1), and Q3 (or M9) respectively, and a 10-K would have a fiscal period focus of FY. fiscal_period_focus: [fp]","[""Q2""]",
units,TEXT,The unit of measure for the value. units: [uom],"[""shares"", ""USD""]",
value,FLOAT,"The value. This is not scaled, it is as found in the Interactive Data file, but is rounded to four digits to the right of the decimal point.","[545496.0, 491000000.0, 3045400000.0]",
period_end_date,TEXT,"The end date for the data value, rounded to the nearest month end. period_end_date: [ddate]","[""20130630"", ""20120630"", ""20120331""]",
ein,TEXT,"Employee Identification Number, 9 digit identification number assigned by the Internal Revenue Service to business entities operating in the United States.","[""942708455""]",
date_filed,NUMBER,The date of the registrant's filing with the Commission. date_filed: [filed],[20130730],
version,TEXT,"For a standard tag, an identifier for the taxonomy; otherwise the accession number where the tag was defined.","[""0001445305-13-001733"", ""us-gaap/2012""]",
fiscal_year,NUMBER,Fiscal Year Focus (as defined in EFM Ch. 6). fiscal_year: [fy],[2013],
company_name,TEXT,Name of registrant from the submission table. This corresponds to the name of the legal entity as recorded in EDGAR as of the filing date.,"[""WHITE MOUNTAINS INSURANCE GROUP LTD""]",
number_of_quarters,NUMBER,"The count of the number of quarters represented by the data value, rounded to the nearest whole number. \""0\"" indicates it is a point-in-time value. number_of_quarters: [qtrs]","[0, 2, 1]",
central_index_key,NUMBER,Central Index Key (CIK). Ten digit number assigned by the Commission to each registrant that submits filings. central_index_key: [cik],[776867],
date_accepted,NUMBER,The acceptance date and time of the registrant's filing with the Commission. Filings accepted after 5:30pm EST are considered filed on the following business day. date_accepted: [accepted],[1375172040000000],
